System,Architecture,Password,Antivirus,Browsers,3rd Party Applications,Number of Users,Firewall,Security Patch,Peer to Peer Network,Total Security Rating
0.9,0.0,1.0,1.0,0.0,0.2,0.4,0.0,0.1,0.0,0.40668000000000004
1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,0.49344
0.9,1.0,1.0,0.0,0.3,0.2,0.8,1.0,1.0,0.0,0.62959
0.9,0.8,0.0,1.0,0.8,0.0,0.3,1.0,0.1,0.0,0.4500400000000001
1.0,0.0,0.0,1.0,0.6,0.4,0.05,0.2,1.0,0.0,0.42183000000000004
0.9,1.0,0.2,1.0,0.6,0.4,0.0,0.0,0.0,1.0,0.4834300000000001
0.9,0.0,0.2,1.0,0.8,0.0,0.05,1.0,1.0,0.0,0.51162
0.9,0.0,1.0,0.0,0.0,0.05,0.6,0.0,0.1,0.4,0.33308
0.9,0.8,0.2,1.0,1.0,0.0,0.2,0.0,0.0,0.4,0.39013
0.9,0.8,1.0,1.0,1.0,0.6,0.05,0.0,0.0,0.0,0.55852
0.9,1.0,1.0,0.3,0.3,0.4,1.0,0.0,0.1,0.4,0.5099
0.9,0.0,0.2,1.0,1.0,1.0,0.05,0.2,0.0,0.4,0.49207999999999996
1.0,0.8,0.0,1.0,0.0,1.0,0.05,1.0,0.1,1.0,0.63174
0.9,0.8,1.0,1.0,0.0,0.0,0.4,1.0,0.1,0.4,0.6064
0.9,1.0,0.2,0.3,0.6,0.6,0.6,0.0,1.0,1.0,0.5599500000000001
0.9,0.8,0.2,0.3,0.0,0.05,0.2,0.2,0.1,1.0,0.35644
0.9,1.0,0.2,0.3,0.3,0.2,0.6,0.2,0.1,0.4,0.3632600000000001
0.9,0.8,1.0,0.3,0.0,0.6,1.0,0.2,1.0,0.4,0.61981
0.9,0.8,0.0,1.0,0.8,1.0,0.6,0.0,0.1,0.4,0.5004200000000001
0.9,1.0,1.0,0.3,0.6,0.05,1.0,1.0,0.0,1.0,0.66633
1.0,0.0,0.2,1.0,0.3,1.0,0.8,0.0,0.1,0.4,0.46371
0.9,0.8,0.2,0.0,0.6,0.2,0.6,0.2,1.0,0.0,0.38987000000000005
1.0,0.0,0.2,1.0,0.6,0.0,0.6,0.2,1.0,0.4,0.46002
0.9,0.0,1.0,0.0,0.0,1.0,0.6,1.0,1.0,0.0,0.64315
0.9,0.8,0.0,0.0,0.3,0.05,0.3,0.0,0.0,0.0,0.17993
0.9,1.0,0.2,0.0,0.6,0.4,0.0,0.2,0.1,1.0,0.41986000000000007
0.9,0.0,0.0,1.0,0.8,0.0,0.3,0.0,0.1,0.4,0.30351999999999996
1.0,1.0,1.0,0.0,0.8,0.6,0.4,0.0,1.0,0.0,0.5798599999999999
0.9,1.0,0.0,0.0,0.3,1.0,0.6,0.2,0.1,1.0,0.46672
0.9,0.8,0.0,1.0,0.6,0.6,0.2,1.0,1.0,0.0,0.60341
0.9,0.8,0.0,1.0,0.0,1.0,0.3,0.0,0.1,0.0,0.39699999999999996
0.9,0.0,1.0,1.0,0.8,0.4,0.0,0.2,0.0,1.0,0.5900299999999999
1.0,1.0,1.0,1.0,0.3,0.0,1.0,1.0,1.0,1.0,0.81964
1.0,0.0,0.0,0.0,0.3,0.05,0.05,1.0,0.1,0.4,0.31144
0.9,0.0,1.0,1.0,0.8,0.2,0.8,0.2,0.0,0.4,0.5300900000000001
0.9,0.0,0.2,0.3,0.6,0.2,0.0,1.0,0.1,1.0,0.46316000000000007
0.9,0.8,0.2,0.3,0.8,0.2,0.4,1.0,1.0,0.4,0.57313
0.9,0.0,0.0,1.0,0.8,0.0,0.4,0.0,0.0,0.4,0.29687
1.0,1.0,0.0,0.0,0.8,0.6,0.6,0.0,1.0,0.0,0.42004
0.9,0.0,0.2,1.0,1.0,0.2,0.6,1.0,0.1,0.4,0.52012
1.0,0.0,1.0,1.0,0.3,0.2,0.6,0.0,0.0,0.0,0.43339999999999995
1.0,0.0,1.0,0.0,0.8,0.0,0.2,1.0,0.1,1.0,0.56961
1.0,0.8,1.0,0.3,0.3,0.4,0.2,1.0,0.0,0.4,0.60306
0.9,0.0,0.0,1.0,0.8,0.0,1.0,1.0,0.1,1.0,0.5200400000000001
0.9,0.8,0.2,0.3,0.8,0.05,0.6,0.2,0.0,1.0,0.41325
1.0,0.8,1.0,1.0,0.8,0.2,0.4,0.0,0.0,0.0,0.5134000000000001
1.0,0.0,1.0,0.0,0.0,0.6,0.05,1.0,0.0,0.0,0.48143
0.9,0.0,0.0,1.0,0.6,0.2,0.8,1.0,1.0,0.4,0.55669
1.0,1.0,1.0,1.0,0.8,0.6,0.2,0.0,0.1,0.4,0.62343
0.9,1.0,1.0,1.0,0.8,0.6,0.4,1.0,0.1,0.4,0.7533200000000001
0.9,1.0,0.2,1.0,0.8,0.4,0.0,0.0,1.0,1.0,0.59669
0.9,1.0,0.2,0.3,0.8,0.0,0.0,0.2,0.0,1.0,0.39985000000000004
1.0,1.0,0.2,1.0,0.6,0.0,0.0,1.0,0.1,0.4,0.5232300000000001
0.9,1.0,1.0,1.0,0.8,0.2,0.2,0.2,0.1,1.0,0.64658
1.0,0.8,1.0,0.3,0.3,1.0,0.2,0.0,0.1,0.0,0.52005
0.9,0.0,0.2,0.3,0.8,0.05,0.4,0.2,1.0,0.0,0.35329
0.9,1.0,0.2,1.0,0.3,0.0,0.4,1.0,0.0,1.0,0.5565100000000001
0.9,0.8,0.0,0.3,0.0,1.0,0.4,1.0,0.1,0.0,0.46340000000000003
0.9,0.8,1.0,1.0,0.6,0.0,0.2,0.0,0.0,1.0,0.55655
0.9,0.0,0.0,1.0,1.0,0.0,0.05,1.0,0.0,0.0,0.39177999999999996
0.9,0.0,1.0,1.0,0.6,0.05,0.2,0.2,0.0,1.0,0.53659
1.0,0.0,1.0,0.0,0.8,0.4,0.4,0.0,0.0,0.4,0.4266000000000001
0.9,1.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.37027
0.9,0.8,0.2,0.0,1.0,1.0,0.4,1.0,1.0,0.0,0.6233500000000001
0.9,0.0,0.2,1.0,0.0,0.05,0.0,1.0,1.0,1.0,0.5630900000000001
0.9,0.0,1.0,1.0,0.3,0.0,0.05,0.2,1.0,0.0,0.5048600000000001
1.0,1.0,1.0,1.0,0.6,0.2,0.4,1.0,1.0,0.0,0.7464600000000001
0.9,0.8,0.2,1.0,0.3,0.0,0.0,1.0,0.0,1.0,0.5298299999999999
1.0,0.8,1.0,1.0,0.3,0.4,0.6,0.0,1.0,1.0,0.7132000000000001
0.9,1.0,1.0,0.3,0.3,0.0,0.6,1.0,0.0,1.0,0.62625
1.0,0.0,0.0,1.0,0.8,0.0,0.6,0.2,0.0,0.0,0.30022
0.9,0.8,0.0,1.0,1.0,0.6,0.8,0.0,1.0,0.4,0.55693
1.0,1.0,0.0,1.0,0.8,0.2,0.2,0.2,0.1,1.0,0.49007000000000006
0.9,0.8,0.2,0.0,0.8,0.4,0.3,1.0,1.0,0.4,0.56645
1.0,1.0,1.0,1.0,0.8,0.05,1.0,0.2,0.1,0.4,0.6033100000000001
0.9,0.8,0.2,1.0,1.0,0.0,0.8,0.2,1.0,1.0,0.59665
1.0,1.0,0.0,1.0,0.8,0.2,0.0,1.0,0.0,1.0,0.57996
1.0,0.8,0.0,0.3,0.3,0.2,0.2,0.2,0.1,0.4,0.31327
1.0,0.0,0.0,0.3,1.0,0.0,0.05,0.2,0.1,0.4,0.27502000000000004
0.9,0.0,0.2,1.0,0.8,0.0,0.3,0.0,0.0,0.4,0.32682999999999995
1.0,1.0,1.0,0.3,1.0,0.0,0.8,1.0,1.0,0.4,0.7296400000000001
0.9,0.8,1.0,0.3,1.0,0.4,0.8,0.0,0.1,1.0,0.5966000000000001
1.0,1.0,0.0,1.0,0.8,0.6,0.4,0.0,1.0,1.0,0.61346
1.0,0.8,1.0,1.0,0.0,0.4,0.0,1.0,1.0,0.4,0.74638
0.9,0.8,0.0,1.0,0.3,0.4,0.0,1.0,0.0,0.4,0.4900300000000001
0.9,0.0,0.0,1.0,0.8,0.4,0.4,0.0,0.0,0.4,0.35031000000000007
1.0,0.8,0.0,0.3,0.0,0.05,0.0,0.0,1.0,0.0,0.28982
0.9,0.8,1.0,0.3,0.8,1.0,0.4,0.0,0.1,0.4,0.5901000000000001
0.9,1.0,0.0,1.0,0.0,0.4,0.2,0.0,0.0,0.4,0.35679000000000005
0.9,0.0,1.0,1.0,0.6,0.2,0.6,0.0,1.0,0.0,0.54335
0.9,1.0,0.0,1.0,0.3,1.0,0.05,1.0,1.0,0.0,0.64512
0.9,0.0,0.0,0.3,0.8,0.6,1.0,0.0,0.0,0.0,0.28697
0.9,1.0,0.0,0.0,0.8,0.0,1.0,0.2,0.0,1.0,0.36989
0.9,0.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.62339
1.0,1.0,0.2,0.3,0.8,0.0,0.05,0.0,0.0,1.0,0.38487
0.9,0.0,1.0,0.0,0.8,0.6,0.8,1.0,0.0,0.4,0.58989
0.9,1.0,0.2,1.0,0.8,0.0,0.3,0.0,1.0,0.0,0.45336999999999994
0.9,0.0,0.2,0.0,0.8,0.05,0.0,1.0,0.0,0.0,0.31653000000000003
0.9,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.59699
0.9,0.8,1.0,1.0,0.8,0.05,1.0,1.0,1.0,1.0,0.8364100000000001
0.9,1.0,1.0,0.3,0.0,0.4,0.05,0.2,0.0,1.0,0.5347200000000001
0.9,0.8,0.0,0.3,0.8,0.2,0.3,1.0,0.1,0.4,0.44658
1.0,0.8,1.0,1.0,0.3,0.2,0.0,0.2,0.0,0.4,0.53324
0.9,0.0,0.2,1.0,0.3,0.0,0.4,1.0,0.1,1.0,0.49990000000000007
0.9,0.8,1.0,1.0,0.6,0.0,0.0,1.0,1.0,0.4,0.72303
0.9,0.8,1.0,0.0,0.8,0.2,0.6,0.2,0.1,1.0,0.5464200000000001
1.0,1.0,0.2,1.0,0.8,1.0,0.05,1.0,0.0,0.4,0.6618700000000001
0.9,0.8,0.2,0.0,1.0,0.6,0.05,0.0,0.1,1.0,0.43500999999999995
0.9,1.0,0.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.37695
1.0,1.0,0.0,1.0,0.8,0.2,0.2,0.0,0.0,1.0,0.45343999999999995
0.9,0.0,0.0,1.0,0.8,0.05,0.4,0.2,1.0,1.0,0.49002999999999997
1.0,0.8,1.0,0.3,1.0,0.05,0.4,0.0,0.0,0.0,0.43658
1.0,1.0,0.2,1.0,0.6,0.6,0.4,0.2,0.1,0.4,0.5101899999999999
1.0,0.8,0.2,1.0,0.8,0.4,1.0,1.0,0.1,1.0,0.67005
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2,0.1,1.0,0.60363
1.0,0.8,1.0,1.0,0.8,0.0,0.3,0.0,0.1,0.0,0.49333
0.9,0.0,1.0,1.0,0.3,0.0,1.0,0.2,1.0,1.0,0.63649
0.9,0.8,0.2,1.0,0.8,0.0,0.3,1.0,0.1,0.0,0.48334
1.0,1.0,0.0,0.0,0.0,0.6,0.2,1.0,0.0,0.4,0.4265
0.9,0.8,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.38985000000000003
0.9,0.0,0.2,1.0,0.8,0.05,0.4,0.0,0.0,0.4,0.33685
0.9,0.0,0.2,1.0,0.8,0.6,0.6,1.0,1.0,0.4,0.65011
0.9,1.0,0.0,0.3,1.0,0.05,0.3,0.0,0.1,0.4,0.32002
0.9,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,0.4,0.59009
1.0,0.0,1.0,0.3,0.8,0.6,0.8,0.0,1.0,0.4,0.5966400000000001
0.9,0.8,0.0,1.0,1.0,0.6,0.3,0.2,1.0,0.4,0.56687
0.9,0.8,0.0,1.0,0.8,0.2,0.8,0.2,0.1,1.0,0.4868
0.9,0.0,0.0,0.3,0.8,0.4,0.05,1.0,1.0,1.0,0.56152
0.9,0.0,0.0,1.0,0.0,0.2,0.8,1.0,1.0,0.0,0.4766500000000001
0.9,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,0.4,0.54313
0.9,0.0,0.2,1.0,0.0,0.6,0.05,0.0,0.1,0.0,0.31523
1.0,0.8,1.0,1.0,0.8,0.2,0.4,0.0,0.1,0.0,0.52339
1.0,0.8,0.0,1.0,0.6,0.6,0.2,0.2,1.0,1.0,0.60674
1.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.0,0.4,0.3269
1.0,0.8,1.0,0.0,0.6,0.2,1.0,0.2,0.0,1.0,0.54642
0.9,1.0,1.0,1.0,0.0,0.4,0.6,0.2,0.0,1.0,0.6232300000000001
0.9,0.0,1.0,1.0,0.3,0.2,0.4,0.0,0.0,1.0,0.5166299999999999
1.0,0.8,1.0,0.3,0.6,0.0,0.2,0.0,0.0,0.0,0.39649999999999996
0.9,0.0,0.0,0.0,0.8,0.6,0.8,1.0,1.0,0.0,0.4833299999999999
0.9,1.0,0.2,1.0,0.3,0.2,0.6,1.0,0.1,0.4,0.53996
0.9,0.8,0.2,0.0,0.0,0.05,1.0,0.2,0.1,0.0,0.2532
0.9,1.0,0.2,0.3,0.8,0.0,0.8,0.2,0.1,1.0,0.43656000000000006
1.0,0.0,0.0,0.3,0.8,0.2,0.6,0.0,0.0,1.0,0.33006
0.9,1.0,0.0,1.0,0.6,0.2,0.4,0.0,0.0,0.0,0.33687000000000006
1.0,1.0,0.0,1.0,0.8,0.2,0.8,1.0,0.0,0.0,0.50678
1.0,0.0,0.2,0.3,1.0,0.0,0.0,1.0,0.1,0.0,0.37325
0.9,0.0,0.0,0.0,0.8,0.6,0.4,0.2,0.1,1.0,0.37340000000000007
0.9,1.0,0.2,1.0,0.6,0.05,0.05,1.0,1.0,0.4,0.6115
1.0,1.0,0.2,1.0,0.8,0.0,0.4,1.0,1.0,0.4,0.63986
1.0,0.0,0.2,1.0,0.8,0.4,0.0,0.2,0.0,0.0,0.36692
0.9,0.0,1.0,0.0,0.3,0.0,0.2,0.2,0.0,0.4,0.34973
0.9,0.0,0.0,1.0,1.0,0.05,0.0,0.0,1.0,0.4,0.40345
0.9,1.0,0.0,0.3,0.3,0.05,0.3,0.0,0.0,0.4,0.26327
0.9,0.8,0.0,0.0,0.3,0.05,0.3,1.0,0.1,0.4,0.36308
0.9,0.0,0.2,1.0,1.0,0.4,1.0,1.0,0.0,0.4,0.55021
0.9,0.8,0.2,0.3,1.0,0.6,0.2,1.0,0.0,1.0,0.59329
1.0,0.0,0.2,1.0,0.6,0.2,0.8,1.0,0.1,0.4,0.51007
1.0,0.8,0.0,1.0,1.0,0.4,0.2,0.0,1.0,0.4,0.52016
0.9,1.0,0.0,1.0,1.0,0.6,0.6,0.2,0.0,0.0,0.45035
0.9,1.0,0.2,0.0,0.8,0.2,0.4,0.0,1.0,0.4,0.42319000000000007
0.9,0.0,1.0,1.0,0.0,0.6,0.0,1.0,0.1,1.0,0.67986
0.9,1.0,0.2,0.3,0.8,0.6,0.8,1.0,0.0,0.0,0.51339
1.0,0.0,0.0,0.0,0.3,0.05,0.0,0.2,0.0,0.4,0.19322
0.9,0.0,0.2,1.0,0.8,0.6,1.0,0.2,1.0,0.0,0.5169499999999999
0.9,1.0,1.0,1.0,0.6,0.4,1.0,0.2,1.0,0.0,0.67667
1.0,0.0,0.0,0.3,0.3,0.0,0.6,0.2,0.1,0.0,0.20667
1.0,0.0,0.0,0.3,1.0,0.0,1.0,0.2,0.0,0.0,0.25680000000000003
0.9,0.0,0.2,1.0,0.6,1.0,0.3,0.2,0.0,1.0,0.53365
0.9,1.0,0.2,1.0,0.8,1.0,0.2,0.0,0.0,1.0,0.5836300000000001
0.9,1.0,0.0,0.0,0.8,0.05,0.3,0.2,0.0,1.0,0.35319
0.9,0.0,0.0,0.0,0.0,0.4,0.6,0.2,0.1,0.0,0.20002000000000003
0.9,0.0,0.0,1.0,0.8,0.4,0.4,1.0,0.1,0.0,0.4535400000000001
0.9,0.8,1.0,0.0,0.8,0.2,0.2,1.0,1.0,0.0,0.62963
1.0,0.8,0.0,0.3,0.8,0.0,0.2,1.0,0.0,0.0,0.37656
0.9,0.8,0.0,1.0,0.8,0.05,0.0,0.0,0.0,0.0,0.30351
0.9,0.0,1.0,0.3,1.0,1.0,0.05,0.2,0.0,1.0,0.6150800000000001
0.9,1.0,0.0,1.0,1.0,0.6,0.8,0.2,0.1,1.0,0.5669200000000001
1.0,1.0,0.2,1.0,0.8,0.6,0.4,0.0,1.0,1.0,0.64676
0.9,0.0,0.0,0.0,0.3,1.0,1.0,1.0,1.0,1.0,0.6099500000000001
0.9,0.8,1.0,1.0,0.6,1.0,0.0,0.2,0.0,1.0,0.71011
0.9,0.0,0.2,0.3,0.3,0.05,0.6,0.2,0.1,0.4,0.27662
0.9,0.8,0.2,0.3,0.8,0.05,0.05,1.0,1.0,0.4,0.5414
0.9,0.0,1.0,0.3,1.0,0.4,0.0,0.0,0.0,0.0,0.40671
0.9,0.0,0.0,0.0,0.8,1.0,0.6,0.0,0.0,1.0,0.3968900000000001
1.0,0.8,1.0,0.0,0.8,1.0,0.0,1.0,0.0,1.0,0.7398199999999999
0.9,0.0,1.0,0.0,0.8,0.6,0.0,1.0,1.0,0.0,0.6231099999999999
0.9,0.0,0.0,1.0,0.6,0.6,0.6,0.0,0.1,0.0,0.34038
0.9,0.8,1.0,1.0,0.8,1.0,1.0,0.0,0.0,0.4,0.67029
0.9,0.8,1.0,0.3,0.0,0.05,0.2,1.0,1.0,0.4,0.62617
0.9,0.8,0.2,0.0,0.8,0.05,0.05,0.2,0.0,0.4,0.30488000000000004
0.9,0.0,0.2,1.0,0.8,0.05,0.6,0.0,1.0,0.0,0.40347
0.9,0.0,0.2,1.0,0.8,1.0,0.3,0.0,0.1,0.4,0.4704200000000001
0.9,1.0,0.0,0.0,1.0,0.6,0.05,0.0,0.1,1.0,0.41502999999999995
0.9,0.0,1.0,1.0,0.0,0.05,0.2,0.0,1.0,0.0,0.46986999999999995
0.9,0.8,0.0,1.0,0.6,0.0,0.4,0.2,0.1,0.0,0.33346
0.9,0.0,1.0,1.0,0.8,0.0,0.8,1.0,0.1,1.0,0.67986
1.0,1.0,0.0,0.3,0.8,0.2,1.0,0.0,0.0,0.0,0.31012000000000006
1.0,0.0,0.2,1.0,0.6,0.05,0.6,0.0,1.0,0.4,0.44006
0.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.0,0.4667
1.0,0.0,0.0,0.3,0.6,0.0,1.0,0.0,0.1,0.4,0.25338999999999995
1.0,0.0,0.0,0.3,0.8,0.4,0.2,1.0,0.1,1.0,0.48660999999999993
1.0,0.8,0.0,0.3,1.0,1.0,0.3,1.0,1.0,0.0,0.62676
1.0,0.8,0.2,1.0,0.0,0.6,1.0,1.0,0.1,1.0,0.64333
1.0,0.8,0.0,1.0,0.8,1.0,0.8,1.0,0.0,1.0,0.70024
0.9,0.8,1.0,0.3,0.6,1.0,0.2,1.0,1.0,0.4,0.79317
0.9,1.0,0.0,1.0,0.8,1.0,0.6,0.0,1.0,0.0,0.56369
0.9,1.0,0.0,0.3,0.6,0.0,0.05,0.2,0.1,0.4,0.30491
0.9,0.8,1.0,0.0,0.0,0.4,0.0,0.2,0.0,1.0,0.4896700000000001
0.9,0.8,0.2,0.3,0.8,0.4,0.4,0.2,1.0,0.0,0.45333000000000007
1.0,1.0,0.2,1.0,0.8,0.05,0.8,1.0,0.1,0.4,0.56999
1.0,1.0,1.0,0.3,1.0,1.0,0.3,1.0,1.0,0.0,0.80658
0.9,1.0,1.0,0.3,0.8,0.6,0.8,0.0,0.0,0.0,0.51339
1.0,1.0,0.0,1.0,0.6,1.0,0.0,0.2,0.1,0.0,0.47701000000000005
1.0,0.8,0.2,1.0,0.6,0.4,0.4,0.0,0.0,0.0,0.39356
0.9,0.8,0.0,0.0,0.6,1.0,0.3,0.0,0.1,0.4,0.37684
0.9,0.8,0.2,1.0,0.8,0.0,0.2,0.0,0.0,1.0,0.43671
1.0,1.0,1.0,0.0,0.8,0.2,0.8,0.0,0.0,0.4,0.4798400000000001
0.9,1.0,0.2,0.0,0.6,1.0,0.3,1.0,0.1,1.0,0.6166
0.9,0.0,0.2,1.0,0.3,0.0,1.0,0.0,1.0,0.0,0.37675
0.9,0.8,0.2,0.3,1.0,0.4,0.8,0.2,0.0,1.0,0.48005
1.0,1.0,1.0,1.0,0.6,0.4,0.4,0.0,0.1,0.0,0.5500700000000001
0.9,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.24333
1.0,1.0,0.2,1.0,0.8,0.6,0.05,1.0,0.1,1.0,0.67836
1.0,1.0,1.0,0.0,0.6,0.05,0.6,0.0,0.0,0.0,0.39980000000000004
1.0,1.0,0.0,1.0,0.3,0.2,0.3,0.2,0.0,0.0,0.35012
0.9,1.0,1.0,1.0,0.3,0.05,0.8,0.0,0.0,0.0,0.4766500000000001
0.9,1.0,0.0,1.0,0.3,0.2,0.2,0.0,1.0,0.0,0.41005
0.9,1.0,0.2,1.0,0.8,0.05,0.3,0.2,0.1,1.0,0.4966800000000001
0.9,0.0,0.2,1.0,0.8,1.0,0.6,1.0,1.0,0.0,0.6635899999999999
0.9,0.0,0.0,0.3,0.3,0.0,0.8,1.0,0.0,0.4,0.33989
0.9,0.0,1.0,1.0,0.8,0.2,0.0,0.0,1.0,0.4,0.57663
0.9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.58991
1.0,0.0,1.0,0.0,0.8,0.4,0.3,0.0,0.0,1.0,0.48319999999999996
1.0,0.8,0.2,1.0,0.0,0.0,0.4,0.2,0.0,1.0,0.42658000000000007
1.0,0.8,0.0,0.3,0.8,0.2,0.8,0.2,1.0,1.0,0.5165599999999999
1.0,1.0,0.2,0.0,1.0,0.0,0.4,0.2,0.0,1.0,0.4065
1.0,0.0,0.0,1.0,0.6,0.05,0.8,0.0,0.0,1.0,0.37348
0.9,0.0,0.0,0.3,0.8,0.4,0.05,1.0,0.0,1.0,0.46162000000000003
1.0,1.0,0.0,0.0,0.3,1.0,0.6,0.2,1.0,0.0,0.4667199999999999
0.9,1.0,0.0,1.0,0.8,0.4,0.2,0.0,1.0,0.4,0.51013
0.9,0.0,1.0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.43009000000000003
0.9,1.0,0.2,0.3,1.0,0.0,0.4,0.0,1.0,0.4,0.4398900000000001
1.0,0.8,0.0,1.0,0.8,0.2,0.6,1.0,0.1,1.0,0.5966699999999999
0.9,0.8,0.2,0.0,0.3,0.4,0.4,1.0,0.0,0.0,0.39653
1.0,0.8,0.0,1.0,0.3,1.0,1.0,1.0,0.1,1.0,0.6835099999999998
0.9,0.8,0.0,1.0,0.8,0.05,1.0,0.0,0.1,1.0,0.4468
0.9,0.8,0.2,0.0,0.0,0.6,0.3,0.0,0.0,0.4,0.30663
1.0,0.0,0.2,0.0,1.0,0.0,0.8,1.0,1.0,0.0,0.45982
0.9,0.0,0.2,1.0,0.6,0.0,0.05,0.2,0.0,1.0,0.39170000000000005
0.9,0.8,1.0,1.0,0.8,0.4,0.4,0.2,0.1,1.0,0.6666600000000001
0.9,1.0,0.2,1.0,0.8,0.6,0.6,0.2,0.1,0.4,0.52024
1.0,1.0,0.0,0.0,0.6,0.4,0.05,1.0,1.0,0.4,0.5347500000000001
0.9,0.0,1.0,0.0,0.8,1.0,0.0,0.2,0.0,1.0,0.56999
0.9,0.0,0.0,1.0,0.6,0.4,0.05,0.0,1.0,1.0,0.4851
0.9,0.8,0.2,0.0,0.0,0.6,0.6,0.0,0.1,1.0,0.38658000000000003
0.9,0.8,0.0,0.0,0.0,0.2,0.05,0.2,1.0,0.4,0.33808000000000005
0.9,0.8,0.2,1.0,1.0,0.6,0.6,0.2,1.0,1.0,0.67013
0.9,0.8,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.50341
0.9,0.0,1.0,0.0,0.8,0.6,1.0,0.2,0.1,0.4,0.5
0.9,1.0,0.0,1.0,0.3,0.0,0.05,0.2,0.0,0.0,0.30506
0.9,0.0,1.0,0.3,0.0,0.2,0.2,0.2,1.0,0.4,0.48636999999999997
0.9,0.8,0.2,1.0,0.8,0.0,0.05,1.0,1.0,1.0,0.6648
1.0,1.0,1.0,1.0,0.8,0.4,0.0,0.0,0.1,0.4,0.59003
0.9,1.0,1.0,0.0,0.3,0.6,0.05,0.2,1.0,0.0,0.55142
0.9,1.0,0.2,0.3,0.3,0.0,0.3,1.0,0.1,0.0,0.39312
0.9,0.8,1.0,1.0,0.8,0.4,0.05,0.0,1.0,0.0,0.61834
0.9,0.0,0.2,0.0,0.6,0.4,0.6,1.0,0.1,1.0,0.47986000000000006
0.9,0.8,0.0,1.0,0.8,0.0,0.2,1.0,1.0,0.4,0.57657
1.0,0.8,0.0,1.0,0.8,0.4,0.8,0.2,1.0,0.0,0.5135200000000001
0.9,1.0,0.2,1.0,0.3,0.6,1.0,0.0,0.1,0.0,0.43360000000000004
1.0,0.0,0.2,1.0,0.6,0.2,0.05,1.0,1.0,0.0,0.5349700000000001
0.9,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,0.4,0.53645
0.9,0.8,0.0,0.0,0.6,0.4,0.0,1.0,0.0,0.4,0.40987
0.9,0.0,0.2,1.0,0.8,0.0,0.8,0.0,0.0,0.0,0.30357
1.0,1.0,1.0,1.0,0.8,0.6,1.0,0.2,1.0,1.0,0.8266399999999999
1.0,1.0,1.0,1.0,0.8,0.05,0.2,0.0,0.1,0.4,0.54995
0.9,0.0,1.0,0.3,0.6,0.6,0.4,0.2,0.0,0.4,0.48667000000000005
1.0,1.0,0.0,0.0,0.3,0.4,0.3,1.0,0.1,0.4,0.43315000000000003
0.9,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,1.0,0.33647
1.0,0.8,0.0,1.0,0.8,0.4,0.2,1.0,0.0,0.0,0.50014
0.9,0.0,1.0,1.0,0.8,0.4,0.0,0.0,0.0,1.0,0.56339
0.9,1.0,1.0,1.0,1.0,0.05,0.6,0.0,0.1,0.0,0.5267200000000001
0.9,0.0,1.0,1.0,0.3,0.05,0.2,0.0,0.0,0.0,0.39001
0.9,1.0,0.0,0.3,0.6,0.6,0.3,0.0,0.1,0.4,0.36678
0.9,0.0,1.0,1.0,0.6,0.4,0.4,0.0,0.0,0.4,0.5034500000000001
0.9,1.0,0.2,0.3,0.0,0.4,1.0,1.0,0.0,0.4,0.47987
0.9,0.8,0.2,0.0,0.8,0.6,0.3,0.2,0.0,0.4,0.38671
1.0,1.0,0.2,0.3,1.0,0.6,1.0,0.0,1.0,0.0,0.5101199999999999
0.9,0.8,0.0,0.0,0.3,0.05,0.0,1.0,0.1,0.4,0.35306000000000004
0.9,1.0,0.2,0.0,0.6,0.4,0.2,0.0,0.0,1.0,0.38991000000000003
0.9,0.0,0.0,0.3,1.0,1.0,0.6,1.0,0.0,0.4,0.51357
1.0,0.0,0.2,0.3,0.0,0.2,0.05,1.0,0.0,0.4,0.36481
0.9,0.8,0.0,1.0,0.3,0.2,0.2,0.0,1.0,0.4,0.43669
0.9,0.0,0.2,1.0,0.0,1.0,0.4,0.2,1.0,1.0,0.59681
1.0,1.0,0.2,0.0,0.8,0.4,1.0,0.2,0.0,0.4,0.40668000000000004
1.0,0.0,1.0,1.0,0.8,0.05,0.3,1.0,1.0,1.0,0.76974
1.0,1.0,1.0,1.0,0.8,0.05,0.6,0.0,0.1,0.4,0.5633100000000001
0.9,0.8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.74289
1.0,0.8,0.2,1.0,0.8,0.0,0.05,1.0,1.0,0.4,0.61485
